COURSE,TOPICS,SUBTOPIC,SCREENCAST TITLE,DESCRIPTION,DURATION,YouTube VIDEO ID,YouTube PLAYLIST ID (optional),URL
Engineering Computing,Software,MATLAB,Matlab Files and Functions,"Shows how to use m-files, anonymous functions, and user defined functions in Matlab.",,H8gccw8DltA,PL4xAk5aclnUg8Ym6QGw9XUsPS6OveOyqo,https://www.youtube.com/watch?v=H8gccw8DltA&list=PL4xAk5aclnUg8Ym6QGw9XUsPS6OveOyqo
Engineering Computing,Software,MATLAB,Matlab Plots,Describes how to use Matlab to graph equations and experimental data.,,Kh79RSSeoTQ,PL4xAk5aclnUg8Ym6QGw9XUsPS6OveOyqo,https://www.youtube.com/watch?v=Kh79RSSeoTQ&list=PL4xAk5aclnUg8Ym6QGw9XUsPS6OveOyqo
Engineering Computing,Software,MATLAB,Matlab Solver Functions,Shows how to combine arguments with solver functions in Matlab to simplify repetitive calculations.,,QEOkiDlwibo,PL4xAk5aclnUg8Ym6QGw9XUsPS6OveOyqo,https://www.youtube.com/watch?v=QEOkiDlwibo&list=PL4xAk5aclnUg8Ym6QGw9XUsPS6OveOyqo
Engineering Computing,Software,MATLAB,Matlab Solvers,"Uses built-in solvers in Matlab to find the roots of an equation, the solution to a non-linear equation, and the area under a curve.",,8g_LB9J0RAQ,PL4xAk5aclnUg8Ym6QGw9XUsPS6OveOyqo,https://www.youtube.com/watch?v=8g_LB9J0RAQ&list=PL4xAk5aclnUg8Ym6QGw9XUsPS6OveOyqo
Engineering Computing,Software,MATLAB,Programming Structures in Matlab,Describes different programming structures used in Matlab.,,n_yQnrh_E0Y,PL4xAk5aclnUg8Ym6QGw9XUsPS6OveOyqo,https://www.youtube.com/watch?v=n_yQnrh_E0Y&list=PL4xAk5aclnUg8Ym6QGw9XUsPS6OveOyqo
Engineering Computing,Software,Aspen Plus Introduction,Introduction to Aspen Plus: Building a Flowsheet,Demonstrates how to build a flowsheet in Aspen Plus by modeling a two-stream heat exchanger.,,MIHTrv0Pz1Y,PL4xAk5aclnUg8Ym6QGw9XUsPS6OveOyqo,https://www.youtube.com/watch?v=MIHTrv0Pz1Y&list=PL4xAk5aclnUg8Ym6QGw9XUsPS6OveOyqo
Engineering Computing,Software,Aspen Plus Introduction,Introduction to Aspen Plus: Chlorobenzene Plant,Applies the fundamentals discussed in the Introduction to Aspen Plus screencasts to a industrially relevant chlorobenzene plant.,,kobAxn7hwh4,PL4xAk5aclnUg8Ym6QGw9XUsPS6OveOyqo,https://www.youtube.com/watch?v=kobAxn7hwh4&list=PL4xAk5aclnUg8Ym6QGw9XUsPS6OveOyqo
Engineering Computing,Software,Aspen Plus Introduction,Introduction to Aspen Plus: Choosing a Property Method,Introduces Aspen Plus and describes the various property methods available.,,ADbd3Cff_XM,PL4xAk5aclnUg8Ym6QGw9XUsPS6OveOyqo,https://www.youtube.com/watch?v=ADbd3Cff_XM&list=PL4xAk5aclnUg8Ym6QGw9XUsPS6OveOyqo
Engineering Computing,Software,Aspen Plus Introduction,Introduction to Aspen Plus: Convergence and Presentation of Results,Provides a detailed overview of simulation convergence and presentation of results in Aspen Plus.,,w6ez67nhN1Y,PL4xAk5aclnUg8Ym6QGw9XUsPS6OveOyqo,https://www.youtube.com/watch?v=w6ez67nhN1Y&list=PL4xAk5aclnUg8Ym6QGw9XUsPS6OveOyqo
Engineering Computing,Software,Aspen Plus Introduction,Introduction to Aspen Plus: Data Input and Running the Simulation,"Explains how to input data and run a simulation in Aspen Plus. Uses the flowsheet developed in the screencast ""Introduction to Aspen Plus: Building a Flowsheet.""",,Y8ofS8jZHIg,PL4xAk5aclnUg8Ym6QGw9XUsPS6OveOyqo,https://www.youtube.com/watch?v=Y8ofS8jZHIg&list=PL4xAk5aclnUg8Ym6QGw9XUsPS6OveOyqo
Engineering Computing,Software,Aspen Plus Basics,Aspen Plus: Compressors,Details the use of compressors in Aspen Plus.,,d1Xz40UQULE,PL4xAk5aclnUg8Ym6QGw9XUsPS6OveOyqo,https://www.youtube.com/watch?v=d1Xz40UQULE&list=PL4xAk5aclnUg8Ym6QGw9XUsPS6OveOyqo
Engineering Computing,Software,Aspen Plus Basics,Aspen Plus: Detailed Heat Exchanger Method,Explains the detailed heat exchanger method in Aspen Plus.,,SkJr3ij4MVA,PL4xAk5aclnUg8Ym6QGw9XUsPS6OveOyqo,https://www.youtube.com/watch?v=SkJr3ij4MVA&list=PL4xAk5aclnUg8Ym6QGw9XUsPS6OveOyqo
Engineering Computing,Software,Aspen Plus Basics,Aspen Plus: Double Heater Method,Explains how to use two heater models to simulate a heat exchanger in Aspen Plus.,,TAHNGNUIi94,PL4xAk5aclnUg8Ym6QGw9XUsPS6OveOyqo,https://www.youtube.com/watch?v=TAHNGNUIi94&list=PL4xAk5aclnUg8Ym6QGw9XUsPS6OveOyqo
Engineering Computing,Software,Aspen Plus Basics,Aspen Plus: DSTWU,Explains how to use a DSTWU separator model in Aspen Plus.,,Myjdqi5ZUFM,PL4xAk5aclnUg8Ym6QGw9XUsPS6OveOyqo,https://www.youtube.com/watch?v=Myjdqi5ZUFM&list=PL4xAk5aclnUg8Ym6QGw9XUsPS6OveOyqo
Engineering Computing,Software,Aspen Plus Basics,Aspen Plus: Flash Separators,Demonstrates a flash separator model in Aspen Plus.,,guVwWJuVogY,PL4xAk5aclnUg8Ym6QGw9XUsPS6OveOyqo,https://www.youtube.com/watch?v=guVwWJuVogY&list=PL4xAk5aclnUg8Ym6QGw9XUsPS6OveOyqo
Engineering Computing,Software,Aspen Plus Basics,Aspen Plus: Pipes,Explains how to model different types of process piping in Aspen Plus.,,rcyi7aNayZE,PL4xAk5aclnUg8Ym6QGw9XUsPS6OveOyqo,https://www.youtube.com/watch?v=rcyi7aNayZE&list=PL4xAk5aclnUg8Ym6QGw9XUsPS6OveOyqo
Engineering Computing,Software,Aspen Plus Basics,Aspen Plus: Pumps,Explains how to use a pump simulator block in Aspen Plus.,,Azz5CfBzaqU,PL4xAk5aclnUg8Ym6QGw9XUsPS6OveOyqo,https://www.youtube.com/watch?v=Azz5CfBzaqU&list=PL4xAk5aclnUg8Ym6QGw9XUsPS6OveOyqo
Engineering Computing,Software,Aspen Plus Basics,Aspen Plus: RadFrac,"Refines the DSTWU model from the screencast ""Aspen Plus: DSTWU"" using a RadFrac model in Aspen Plus.",,6lVL-wczbsM,PL4xAk5aclnUg8Ym6QGw9XUsPS6OveOyqo,https://www.youtube.com/watch?v=6lVL-wczbsM&list=PL4xAk5aclnUg8Ym6QGw9XUsPS6OveOyqo
Engineering Computing,Software,Aspen Plus Basics,Aspen Plus: Reactor Example Problem,Demonstrates the use of reactor models through an example problem on the production of ethyl acetate in Aspen Plus.,,_DOdlUDI-kI,PL4xAk5aclnUg8Ym6QGw9XUsPS6OveOyqo,https://www.youtube.com/watch?v=_DOdlUDI-kI&list=PL4xAk5aclnUg8Ym6QGw9XUsPS6OveOyqo
Engineering Computing,Software,Aspen Plus Basics,Aspen Plus: Reactor Types,Provides an overview of the various types of reactor simulator blocks found in Aspen Plus.,,81ax82lKstg,PL4xAk5aclnUg8Ym6QGw9XUsPS6OveOyqo,https://www.youtube.com/watch?v=81ax82lKstg&list=PL4xAk5aclnUg8Ym6QGw9XUsPS6OveOyqo
Engineering Computing,Software,Aspen Plus Basics,Aspen Plus: Shortcut Heat Exchanger Method,Demonstrates how to use the shortcut heat exchanger method in Aspen Plus.,,8K3yHoJJ0jA,PL4xAk5aclnUg8Ym6QGw9XUsPS6OveOyqo,https://www.youtube.com/watch?v=8K3yHoJJ0jA&list=PL4xAk5aclnUg8Ym6QGw9XUsPS6OveOyqo
Engineering Computing,Software,Aspen Plus Basics,Aspen Plus: Valves,Explains how to simulate a valve in Aspen Plus.,,yDGbU9FeUBY,PL4xAk5aclnUg8Ym6QGw9XUsPS6OveOyqo,https://www.youtube.com/watch?v=yDGbU9FeUBY&list=PL4xAk5aclnUg8Ym6QGw9XUsPS6OveOyqo
Engineering Computing,Software,Aspen Plus Chlorobenzene Plant,Aspen Plus: Chlorobenzene Costing,Demonstrates an economic analysis of a chlorobenzene plant designed in Aspen Plus.,,3Wr7btJ4n5c,PL4xAk5aclnUg8Ym6QGw9XUsPS6OveOyqo,https://www.youtube.com/watch?v=3Wr7btJ4n5c&list=PL4xAk5aclnUg8Ym6QGw9XUsPS6OveOyqo
Engineering Computing,Software,Aspen Plus Chlorobenzene Plant,Aspen Plus: Chlorobenzene Plant,Runs the simulation of a chlorobenzene plant.,,KR7ihAtXhuI,PL4xAk5aclnUg8Ym6QGw9XUsPS6OveOyqo,https://www.youtube.com/watch?v=KR7ihAtXhuI&list=PL4xAk5aclnUg8Ym6QGw9XUsPS6OveOyqo
Engineering Computing,Software,Aspen Plus Chlorobenzene Plant,Aspen Plus: Heat Exchangers - Chlorobenzene Plant,"Applies the concept of heat exchangers to the chlorobenzene plant simulation developed in the screencast ""Introduction to Aspen Plus: Chlorobenzene Plant.""",,DHlvz_Vh2UE,PL4xAk5aclnUg8Ym6QGw9XUsPS6OveOyqo,https://www.youtube.com/watch?v=DHlvz_Vh2UE&list=PL4xAk5aclnUg8Ym6QGw9XUsPS6OveOyqo
Engineering Computing,Software,Aspen Plus Chlorobenzene Plant,Aspen Plus: Pressure Changers - Chlorobenzene Plant,"Applies the concept of pressure changers to the chlorobenzene plant simulation developed in the screencast ""Introduction to Aspen Plus: Chlorobenzene Plant.""",,fongqg9LMJw,PL4xAk5aclnUg8Ym6QGw9XUsPS6OveOyqo,https://www.youtube.com/watch?v=fongqg9LMJw&list=PL4xAk5aclnUg8Ym6QGw9XUsPS6OveOyqo
Engineering Computing,Software,Aspen Plus Chlorobenzene Plant,Aspen Plus: Reactors - Chlorobenzene Plant,"Applies the concept of reactors to the chlorobenzene plant simulation developed in the screencast ""Introduction to Aspen Plus: Chlorobenzene Plant.""",,pdKE_D4vZm0,PL4xAk5aclnUg8Ym6QGw9XUsPS6OveOyqo,https://www.youtube.com/watch?v=pdKE_D4vZm0&list=PL4xAk5aclnUg8Ym6QGw9XUsPS6OveOyqo
Engineering Computing,Software,Aspen Plus Chlorobenzene Plant,Aspen Plus: Separators - Chlorobenzene Plant,"Applies the concept of separators to the chlorobenzene plant simulation developed in the screencast ""Introduction to Aspen Plus: Chlorobenzene Plant.""",,ir-ryFYT4PU,PL4xAk5aclnUg8Ym6QGw9XUsPS6OveOyqo,https://www.youtube.com/watch?v=ir-ryFYT4PU&list=PL4xAk5aclnUg8Ym6QGw9XUsPS6OveOyqo
Engineering Mathematics,Mathematics,Linear/Nonlinear Equations,Bubble Temperature Non-Ideal Liquid/POLYMATH,"Uses POLYMATH software to solve non-linear algebraic equations that arise in vapor-liquid equilibrium calculations. This screencast builds off the one titled, ""Bubble Temperature: Non Ideal Liquid"". https://www.youtube.com/watch?v=KYjJbRV0cOo.",,cAwucUAPeEo,PL4xAk5aclnUgmROgkCRPbO8-001RQ-BAQ,https://www.youtube.com/watch?v=cAwucUAPeEo&list=PL4xAk5aclnUgmROgkCRPbO8-001RQ-BAQ
Engineering Mathematics,Mathematics,Linear/Nonlinear Equations,Dew Temperature Calculation/Excel Solver,"Determine the liquid composition and temperature using Excel solver, given the vapor composition and the pressure.",,_26D3TDKH8Y,PL4xAk5aclnUgmROgkCRPbO8-001RQ-BAQ,https://www.youtube.com/watch?v=_26D3TDKH8Y&list=PL4xAk5aclnUgmROgkCRPbO8-001RQ-BAQ
Engineering Mathematics,Mathematics,Linear/Nonlinear Equations,Solving Linear Equations with Gaussian Elimination/Excel,Demonstrates how to use Gaussian elimination to solve a system of 3 equations with 3 unknowns.,,eKZjEWyHDdQ,PL4xAk5aclnUgmROgkCRPbO8-001RQ-BAQ,https://www.youtube.com/watch?v=eKZjEWyHDdQ&list=PL4xAk5aclnUgmROgkCRPbO8-001RQ-BAQ
Engineering Mathematics,Mathematics,Linear/Nonlinear Equations,Solving Set of Linear Equations,Explains how to solve multiple equations simultaneously. Shows an example of how to solve a system of equations with three unknowns.,,KrrZB5LvXF4,PL4xAk5aclnUgmROgkCRPbO8-001RQ-BAQ,https://www.youtube.com/watch?v=KrrZB5LvXF4&list=PL4xAk5aclnUgmROgkCRPbO8-001RQ-BAQ
Engineering Mathematics,Mathematics,Matrices,Array Formulas in Excel,Shows how to use array formulas in Excel 2010 to perform matrix calculations.,,Qz3Eh2BCeu0,PL4xAk5aclnUgmROgkCRPbO8-001RQ-BAQ,https://www.youtube.com/watch?v=Qz3Eh2BCeu0&list=PL4xAk5aclnUgmROgkCRPbO8-001RQ-BAQ
Engineering Mathematics,Mathematics,Matrices,Element-Wise Multiplication and Division,Explains element-wise multiplication (Hadamard product) and division of matrices. Part 3 of the matrix math series.,,2GPZlRVhQWY,PL4xAk5aclnUgmROgkCRPbO8-001RQ-BAQ,https://www.youtube.com/watch?v=2GPZlRVhQWY&list=PL4xAk5aclnUgmROgkCRPbO8-001RQ-BAQ
Engineering Mathematics,Mathematics,Matrices,Matrices Introduction,An introduction to matrices. Part 1 of the matrix math series.,,6jEAkMpApAc,PL4xAk5aclnUgmROgkCRPbO8-001RQ-BAQ,https://www.youtube.com/watch?v=6jEAkMpApAc&list=PL4xAk5aclnUgmROgkCRPbO8-001RQ-BAQ
Engineering Mathematics,Mathematics,Matrices,Matrix Addition and Subtraction,Explains elemental addition and subtraction of matrices. Part 2 of the matrix math series.,,yJeXaTLceTo,PL4xAk5aclnUgmROgkCRPbO8-001RQ-BAQ,https://www.youtube.com/watch?v=yJeXaTLceTo&list=PL4xAk5aclnUgmROgkCRPbO8-001RQ-BAQ
Engineering Mathematics,Mathematics,Matrices,Matrix Inverse,Demonstrates how to calculate the inverse of a matrix and how to use it. Part 6 of the matrix math series.,,e300uMwDDmg,PL4xAk5aclnUgmROgkCRPbO8-001RQ-BAQ,https://www.youtube.com/watch?v=e300uMwDDmg&list=PL4xAk5aclnUgmROgkCRPbO8-001RQ-BAQ
Engineering Mathematics,Mathematics,Matrices,Matrix Math/Excel-1,Explains how to name matrices (arrays) and presents simple array calculations. Part 1 of a series.,,Kp3F-cJwIJ8,PL4xAk5aclnUgmROgkCRPbO8-001RQ-BAQ,https://www.youtube.com/watch?v=Kp3F-cJwIJ8&list=PL4xAk5aclnUgmROgkCRPbO8-001RQ-BAQ
Engineering Mathematics,Mathematics,Matrices,Matrix Math/Excel-2,Explains how to use the built-in functions for matrix (array) math in Excel 2010. Part 2 of a series.,,vha42Yqzrko,PL4xAk5aclnUgmROgkCRPbO8-001RQ-BAQ,https://www.youtube.com/watch?v=vha42Yqzrko&list=PL4xAk5aclnUgmROgkCRPbO8-001RQ-BAQ
Engineering Mathematics,Mathematics,Matrices,Matrix Multiplication,Demonstrates how to multiply matrices. Part 4 of the matrix math series.,,BzWahqwaS8k,PL4xAk5aclnUgmROgkCRPbO8-001RQ-BAQ,https://www.youtube.com/watch?v=BzWahqwaS8k&list=PL4xAk5aclnUgmROgkCRPbO8-001RQ-BAQ
Engineering Mathematics,Mathematics,Matrices,Matrix Transpose and Determinants,Demonstrates how to transpose matrices and calculate determinants. Part 5 of the matrix math series.,,kigdbhIhIyw,PL4xAk5aclnUgmROgkCRPbO8-001RQ-BAQ,https://www.youtube.com/watch?v=kigdbhIhIyw&list=PL4xAk5aclnUgmROgkCRPbO8-001RQ-BAQ
Engineering Mathematics,Numerical Analysis,Differential Equations/Numerical Integration,4th-Order Runge-Kutta for ODEs,Describes the 4th-order Runge-Kutta method for solving ordinary differential equations and gives an example.,,1YZnic1Ug9g,PL4xAk5aclnUjkfGRkqxRKspPIvJ3mF035,https://www.youtube.com/watch?v=1YZnic1Ug9g&list=PL4xAk5aclnUjkfGRkqxRKspPIvJ3mF035
Engineering Mathematics,Numerical Analysis,Differential Equations/Numerical Integration,Euler Method for ODEs,Reviews the Euler method used to solve ordinary differential equations.,,ORvDlbanMJ8,PL4xAk5aclnUjkfGRkqxRKspPIvJ3mF035,https://www.youtube.com/watch?v=ORvDlbanMJ8&list=PL4xAk5aclnUjkfGRkqxRKspPIvJ3mF035
Engineering Mathematics,Numerical Analysis,Differential Equations/Numerical Integration,Euler Method/Excel and Matlab,Explains the Euler method and demonstrates how to perform it in Excel and Matlab.,,XCbmA7Ycue4,PL4xAk5aclnUjkfGRkqxRKspPIvJ3mF035,https://www.youtube.com/watch?v=XCbmA7Ycue4&list=PL4xAk5aclnUjkfGRkqxRKspPIvJ3mF035
Engineering Mathematics,Numerical Analysis,Differential Equations/Numerical Integration,Numerical ODEs Methods Accurate to 1st and 2nd Order,"Describes Euler's, Heun's, and midpoint methods for integrating first-order differential equations.",,iDDyZl7la8Y,PL4xAk5aclnUjkfGRkqxRKspPIvJ3mF035,https://www.youtube.com/watch?v=iDDyZl7la8Y&list=PL4xAk5aclnUjkfGRkqxRKspPIvJ3mF035
Engineering Mathematics,Numerical Analysis,Differential Equations/Numerical Integration,POLYMATH Excel Add-in to Solve ODEs,Demonstrates how to use POLYMATH to solve ordinary differential equations (ODEs) by transferring the POLYMATH program into Excel 2010 in order to take advantage of Excel's capabilities.,,-enSqEqMbK8,PL4xAk5aclnUjkfGRkqxRKspPIvJ3mF035,https://www.youtube.com/watch?v=-enSqEqMbK8&list=PL4xAk5aclnUjkfGRkqxRKspPIvJ3mF035
Engineering Mathematics,Numerical Analysis,Differential Equations/Numerical Integration,Runge-Kutta Method Introduction,Reviews the Runge-Kutta method used to solve ordinary differential equations.,,kUcc8vAgoQ0,PL4xAk5aclnUjkfGRkqxRKspPIvJ3mF035,https://www.youtube.com/watch?v=kUcc8vAgoQ0&list=PL4xAk5aclnUjkfGRkqxRKspPIvJ3mF035
Engineering Mathematics,Numerical Analysis,Differential Equations/Numerical Integration,Simpson's Rule/Excel,Use Simpson's rule in a spreadsheet to calculate the integral for a set of data.,,z3XP-D1F8MA,PL4xAk5aclnUjkfGRkqxRKspPIvJ3mF035,https://www.youtube.com/watch?v=z3XP-D1F8MA&list=PL4xAk5aclnUjkfGRkqxRKspPIvJ3mF035
Engineering Mathematics,Numerical Analysis,Differential Equations/Numerical Integration,Solving Linear ODEs Analytically,Presents an example from reaction engineering on how to solve a linear ordinary differential equation using an integrating factor.,,xPwOuO5CCqA,PL4xAk5aclnUjkfGRkqxRKspPIvJ3mF035,https://www.youtube.com/watch?v=xPwOuO5CCqA&list=PL4xAk5aclnUjkfGRkqxRKspPIvJ3mF035
Engineering Mathematics,Numerical Analysis,Differential Equations/Numerical Integration,Solving ODEs/POLYMATH,Demonstrates how to solve systems of ordinary differential equations using POLYMATH software. The example used is from reaction kinetics.,,nyJmt6cTiL4,PL4xAk5aclnUjkfGRkqxRKspPIvJ3mF035,https://www.youtube.com/watch?v=nyJmt6cTiL4&list=PL4xAk5aclnUjkfGRkqxRKspPIvJ3mF035
Engineering Mathematics,Numerical Analysis,Root Finding Methods/Bracketing,Bisection Example/Excel,An example of how to use bisection to find the root of an equation using Excel 2010.,,q6WdsIJVl9M,PL4xAk5aclnUjkfGRkqxRKspPIvJ3mF035,https://www.youtube.com/watch?v=q6WdsIJVl9M&list=PL4xAk5aclnUjkfGRkqxRKspPIvJ3mF035
Engineering Mathematics,Numerical Analysis,Root Finding Methods/Bracketing,Bisection for Finding Roots,Describes the bisection method for finding roots of an equation.,,o5I0lva2e4w,PL4xAk5aclnUjkfGRkqxRKspPIvJ3mF035,https://www.youtube.com/watch?v=o5I0lva2e4w&list=PL4xAk5aclnUjkfGRkqxRKspPIvJ3mF035
